price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
284000,3,2.25,1580,7034,1.0,4,7,1180,400,1989,0,98038,47.3564,122.04,1470,7358
211000,3,2.0,1060,7412,1.0,3,7,1060,0,1987,0,98038,47.3897,122.051,1080,7093
376000,4,2.75,2420,5773,2.0,3,8,2420,0,2005,0,98038,47.3772,122.029,2420,6200
349000,4,2.5,1830,4694,2.0,3,7,1830,0,2003,0,98038,47.3573,122.016,1830,5175
240000,4,2.5,1980,7264,2.0,3,7,1980,0,1996,0,98038,47.3678,122.019,1600,6380
248000,4,2.5,1770,5855,2.0,3,7,1770,0,2003,0,98038,47.3483,122.053,1790,5679
279000,3,2.5,1660,7388,2.0,3,7,1660,0,2003,0,98038,47.3865,122.027,2240,6228
361500,4,2.75,2190,6740,2.0,3,7,2190,0,1995,0,98038,47.3804,122.027,1950,7150
390000,3,2.5,2350,5100,2.0,3,8,2350,0,2003,0,98038,47.3512,122.008,2350,5363
369000,4,2.75,2420,6495,2.0,3,8,2420,0,2005,0,98038,47.3771,122.029,2420,6200
325000,3,2.5,1740,5267,2.0,3,7,1740,0,1999,0,98038,47.3777,122.023,2180,5000
278226,4,2.5,2390,4639,2.0,3,8,2390,0,2006,0,98038,47.3527,121.999,2390,4521
190000,3,2.25,1640,7730,1.0,4,7,1220,420,1989,0,98038,47.3576,122.039,1560,7566
335000,3,2.5,1740,5267,2.0,3,7,1740,0,1999,0,98038,47.3777,122.023,2180,5000
363990,4,2.5,2240,3712,2.0,3,8,2240,0,2014,0,98038,47.3551,122.061,2530,4315
315000,3,2.5,1660,10763,2.0,3,7,1660,0,1994,0,98038,47.3812,122.029,2010,7983
294000,3,1.75,1530,9362,1.0,3,7,1530,0,1987,0,98038,47.3643,122.049,1480,8125
275000,3,2.0,1380,4500,1.0,3,7,1380,0,2008,0,98038,47.3661,122.021,1620,4000
389990,4,2.5,2245,4330,2.0,3,8,2245,0,2014,0,98038,47.3557,122.063,2530,4478
319000,3,2.5,1610,8544,2.0,5,7,1610,0,1994,0,98038,47.3714,122.054,1840,8190
347500,3,2.5,2540,4760,2.0,3,8,2540,0,2010,0,98038,47.3452,122.022,2540,4571
337000,4,2.5,2470,5100,2.0,3,8,2470,0,2005,0,98038,47.3622,122.041,2240,5123
317000,3,2.5,1840,5011,2.0,3,8,1840,0,2012,0,98038,47.3555,122.054,2000,4793
272500,3,1.75,1540,12600,1.0,4,7,1160,380,1980,0,98038,47.3624,122.031,1540,11656
479000,4,2.5,2590,6139,2.0,3,8,2590,0,2001,0,98038,47.3883,122.035,2410,6139
456500,4,2.5,2580,11780,2.0,3,9,2580,0,2003,0,98038,47.3658,122.04,2410,8403
361500,4,2.5,1980,7334,2.0,3,7,1980,0,2003,0,98038,47.3528,122.041,1850,7134
323000,3,2.5,1890,6560,2.0,3,7,1890,0,2003,0,98038,47.3684,122.031,2390,7570
426500,4,2.5,2960,4640,2.0,3,9,2960,0,2005,0,98038,47.3597,122.04,2750,4623
299900,4,2.5,1580,3632,2.0,3,7,1580,0,2011,0,98038,47.3672,122.019,1950,3800
444000,4,3.0,2800,7198,2.0,3,8,2800,0,2002,0,98038,47.3538,122.013,3610,7845
428900,4,2.5,2820,5056,2.0,3,9,2820,0,2006,0,98038,47.3591,122.038,2820,5150
359950,3,2.5,2210,6280,2.0,3,8,2210,0,2003,0,98038,47.35,122.043,2250,5972
354000,4,2.5,2340,5420,2.0,3,8,2340,0,2003,0,98038,47.3773,122.029,2420,6252
300000,3,2.5,1750,4200,2.0,3,7,1750,0,2005,0,98038,47.3605,122.04,1890,4048
531155,4,2.75,2810,5046,2.0,3,9,2810,0,2014,0,98038,47.3559,122.022,3060,4934
240000,3,1.75,1590,7931,1.0,3,7,1190,400,1979,0,98038,47.3628,122.05,1680,7931
482000,4,2.5,2710,35868,2.0,3,9,2710,0,1989,0,98038,47.375,122.022,2780,36224
269000,3,2.5,1560,4200,2.0,3,7,1560,0,2003,0,98038,47.3838,122.026,1560,4200
313999,4,2.25,1870,4198,2.0,3,7,1870,0,2008,0,98038,47.3657,122.021,1870,4184
261000,3,1.75,1350,7686,1.0,3,7,1350,0,1987,0,98038,47.3617,122.052,1370,7686
290000,3,1.75,1590,13500,1.0,4,7,1090,500,1980,0,98038,47.3621,122.031,1540,10375
199000,3,2.5,1750,6725,1.0,3,7,1330,420,1993,0,98038,47.352,122.058,1670,7744
339995,4,2.5,2180,5367,2.0,3,7,2180,0,2000,0,98038,47.3775,122.022,2180,5130
269950,3,2.25,1510,6000,1.0,4,7,1150,360,1993,0,98038,47.3484,122.036,1510,6000
357000,4,2.5,1980,9757,2.0,5,7,1980,0,1995,0,98038,47.3675,122.019,1610,6147
300000,4,2.25,1660,3200,2.0,3,7,1660,0,2011,0,98038,47.3666,122.019,1960,3558
335000,2,2.0,1420,5185,1.0,3,7,1420,0,2004,0,98038,47.3543,122.022,2140,4890
233000,3,2.0,1350,7686,1.0,3,7,1350,0,1989,0,98038,47.3609,122.053,1470,7686
360000,4,2.5,2380,5000,2.0,3,8,2380,0,2005,0,98038,47.3608,122.036,2420,5000
343000,4,2.5,2070,4500,2.0,3,7,2070,0,2004,0,98038,47.3497,122.026,2760,5173
453000,2,1.5,1680,17400,1.5,3,7,1680,0,1991,0,98038,47.3836,122.006,1610,27600
340000,4,2.5,2320,4142,2.0,3,7,2320,0,2010,0,98038,47.3662,122.019,2150,4140
335000,3,2.25,1870,5876,2.0,3,7,1870,0,1986,0,98038,47.3779,122.045,1670,6203
364950,3,2.25,2520,6170,2.0,3,7,1850,670,2003,0,98038,47.3522,122.042,2260,6967
252000,3,1.5,1400,6865,1.0,4,7,1400,0,1986,0,98038,47.3639,122.048,1480,8125
307500,3,2.25,1646,7364,2.0,3,7,1646,0,1994,0,98038,47.3646,122.037,1975,9161
355000,4,2.5,1890,7867,2.0,3,8,1890,0,1996,0,98038,47.3788,122.031,2250,7867
246500,3,2.5,1620,7686,2.0,3,7,1620,0,1989,0,98038,47.3613,122.053,1370,7686
445000,4,2.5,2990,6383,2.0,3,7,2990,0,2003,0,98038,47.3499,122.027,2640,6454
417838,4,2.5,2530,5048,2.0,3,8,2530,0,2014,0,98038,47.3559,122.063,2530,4359
305000,3,2.25,1370,6600,2.0,4,7,1370,0,1993,0,98038,47.3504,122.035,1370,6600
422500,3,2.0,1960,6450,1.0,4,7,1000,960,1977,0,98038,47.3972,122.029,1660,20720
335000,3,2.5,1700,6698,2.0,3,7,1700,0,1997,0,98038,47.3826,122.028,2190,7346
215000,4,2.5,1700,6675,2.0,3,7,1700,0,1997,0,98038,47.3638,122.053,1570,7540
315000,4,2.5,1700,6675,2.0,3,7,1700,0,1997,0,98038,47.3638,122.053,1570,7540
318200,3,2.5,1990,3644,2.0,3,7,1990,0,2010,0,98038,47.3531,122.017,2580,3800
339000,4,2.5,1830,8601,2.0,3,7,1830,0,2003,0,98038,47.3576,122.016,1830,5184
355000,4,2.75,3000,5470,2.0,3,8,3000,0,2005,0,98038,47.3613,122.038,2420,4891
260000,3,1.75,1360,15210,1.0,3,7,1360,0,1987,0,98038,47.3657,122.047,1610,7800
322500,4,2.5,1940,7107,2.0,3,7,1940,0,2000,0,98038,47.3843,122.032,1850,5705
251000,3,2.0,1650,7930,1.0,4,7,1650,0,1989,0,98038,47.3617,122.05,1510,7930
265000,3,1.75,1450,5858,1.0,4,7,1450,0,1991,0,98038,47.3482,122.037,1520,6573
318400,4,2.5,1820,6916,2.0,3,7,1820,0,1994,0,98038,47.3862,122.029,1680,6995
340000,4,2.5,2090,4200,2.0,3,7,2090,0,2007,0,98038,47.3659,122.017,2090,4200
242000,3,2.0,1260,8092,1.0,3,7,1260,0,1986,0,98038,47.3635,122.054,1950,8092
369950,4,2.5,1910,10221,2.0,3,8,1910,0,1994,0,98038,47.381,122.035,2210,8705
274950,3,2.25,1570,8767,1.0,3,7,1180,390,1990,0,98038,47.3568,122.038,1570,7434
293000,3,2.5,1690,17383,2.0,3,7,1690,0,2003,0,98038,47.3691,122.031,2610,7999
260000,3,1.75,1340,8000,1.0,3,7,1340,0,1980,0,98038,47.3651,122.044,1690,8000
539950,4,2.5,2960,37430,2.0,3,9,2960,0,1990,0,98038,47.3988,122.023,2800,36384
319950,3,2.5,1700,7000,2.0,3,7,1700,0,1996,0,98038,47.3798,122.025,1950,7000
298000,3,2.5,1950,3600,2.0,3,7,1950,0,2010,0,98038,47.3658,122.021,1870,4184
305000,3,2.5,1690,5175,2.0,3,7,1690,0,2002,0,98038,47.3564,122.016,1830,5175
325000,4,2.5,1930,8458,2.0,3,7,1930,0,1993,0,98038,47.3645,122.039,1670,9485
589950,4,2.5,3190,8195,2.0,3,10,3190,0,2006,0,98038,47.3555,122.003,3400,7607
355900,3,2.5,2090,3821,2.0,3,7,2090,0,2008,0,98038,47.3655,122.017,2040,4200
412000,4,3.0,2430,7242,2.0,3,8,2430,0,2003,0,98038,47.3533,122.015,2430,7242
397000,4,2.5,3000,8584,2.0,3,7,3000,0,2003,0,98038,47.369,122.032,2610,7570
332500,3,2.25,1800,10500,2.0,3,7,1800,0,1995,0,98038,47.3879,122.032,1870,8555
252000,3,2.0,1370,7500,1.0,3,7,1370,0,1997,0,98038,47.3634,122.046,1420,7500
616000,4,2.5,3440,6915,2.0,3,10,3440,0,2006,0,98038,47.3538,122.004,3200,6915
335000,4,2.5,1980,4745,2.0,3,7,1980,0,2004,0,98038,47.3495,122.04,1980,4878
249900,3,2.0,1220,6404,1.0,3,7,1220,0,1994,0,98038,47.3523,122.059,1570,7000
355000,4,2.5,2150,3600,2.0,3,7,2150,0,2010,0,98038,47.3658,122.019,2220,3915
323000,4,2.75,2000,9083,2.0,4,7,2000,0,1992,0,98038,47.3511,122.058,1690,7735
190000,3,2.0,1320,7625,1.0,3,7,1320,0,1987,0,98038,47.3635,122.045,1420,7500
390000,3,2.5,2250,8076,2.0,3,8,2250,0,1995,0,98038,47.3667,122.041,2180,7244
380000,4,2.5,2420,4981,2.0,3,9,2420,0,2009,0,98038,47.3785,122.023,2420,5000
345000,4,2.5,2020,3600,2.0,3,7,2020,0,2012,0,98038,47.3535,122.017,2210,3800
382495,3,2.5,1760,5390,1.0,3,8,1760,0,2014,0,98038,47.3482,122.042,2310,5117
349990,4,2.5,2220,3561,2.0,3,8,2220,0,2014,0,98038,47.3561,122.063,2530,4449
329500,4,2.5,1820,7912,2.0,3,7,1820,0,1994,0,98038,47.3845,122.029,1820,8168
366000,3,2.5,2370,4375,2.0,3,8,2370,0,2006,0,98038,47.354,121.999,2380,4606
280000,3,2.0,1280,7633,1.0,3,7,1280,0,1991,0,98038,47.3883,122.05,1450,6783
499000,4,2.5,3100,5700,2.0,3,9,3100,0,2011,0,98038,47.3696,122.058,3060,6000
400000,4,2.5,3130,5240,2.0,3,8,3130,0,2004,0,98038,47.3446,122.042,2470,5240
525000,3,2.5,2340,35021,1.0,3,9,2340,0,1986,0,98038,47.3988,122.028,2630,35190
410000,3,2.25,2200,16921,2.0,3,8,2200,0,1987,0,98038,47.3727,122.051,2060,16921
250000,3,2.0,1440,5457,2.0,3,7,1440,0,1986,0,98038,47.3784,122.046,1480,6286
367000,4,2.5,2960,6219,2.0,3,9,2960,0,2006,0,98038,47.3603,122.037,2960,5361
300000,4,2.5,1910,4862,2.0,3,7,1910,0,2005,0,98038,47.3607,122.034,2010,5091
315000,4,2.5,1780,6000,2.0,3,9,1780,0,2000,0,98038,47.3774,122.027,2650,6000
275000,3,3.0,1590,7750,1.0,3,7,1060,530,1997,0,98038,47.3624,122.045,1680,7500
428000,3,2.25,2600,15000,2.0,3,9,2600,0,1978,0,98038,47.3719,122.056,2380,15000
356000,4,2.5,2470,5074,2.0,3,8,2470,0,2004,0,98038,47.3457,122.041,2470,5078
290000,3,2.0,1700,6498,1.0,3,7,1700,0,1986,0,98038,47.3781,122.044,1700,6654
250000,4,2.5,1800,8100,2.0,3,7,1800,0,1998,0,98038,47.3611,122.047,1590,8100
533000,4,2.5,2830,6536,2.0,3,8,2830,0,2003,0,98038,47.3888,122.032,2830,6872
419900,4,2.5,2750,5767,2.0,3,9,2750,0,2005,0,98038,47.3595,122.038,2800,5376
559630,4,2.5,3370,4934,2.0,3,9,3370,0,2014,0,98038,47.3562,122.022,2980,5046
305000,4,2.5,1620,4000,2.0,3,7,1620,0,2008,0,98038,47.3661,122.02,1580,3780
339500,4,2.5,1930,7862,2.0,3,7,1930,0,1994,0,98038,47.3644,122.04,1640,9145
264500,3,2.25,1370,7087,2.0,3,7,1370,0,1993,0,98038,47.3504,122.035,1400,6600
329950,4,2.5,1920,4600,2.0,3,7,1920,0,2002,0,98038,47.3795,122.023,2200,6600
438900,4,2.5,2740,5700,2.0,3,9,2740,0,2006,0,98038,47.3535,122.026,3010,5281
269500,3,2.0,1640,8395,1.0,4,7,1640,0,1991,0,98038,47.348,122.035,1510,7180
245000,3,2.25,1700,8100,1.0,3,7,1200,500,1980,0,98038,47.3601,122.046,1700,8100
353500,4,2.5,1770,9239,2.0,3,7,1770,0,2004,0,98038,47.3512,122.006,2150,5450
270000,3,2.25,1520,7930,1.0,3,7,1160,360,1988,0,98038,47.3605,122.049,1530,7930
338000,3,2.5,2470,4948,2.0,3,8,2470,0,2003,0,98038,47.3438,122.039,2500,4993
176000,3,3.25,1340,5434,2.0,3,7,1340,0,1986,0,98038,47.3779,122.045,1670,6203
311000,4,2.5,1975,8734,2.0,3,7,1975,0,1996,0,98038,47.363,122.034,1975,8538
254000,3,2.0,1470,7694,1.0,4,7,1470,0,1992,0,98038,47.3539,122.054,1580,7480
378000,3,2.5,2150,11672,2.0,3,8,2150,0,2004,0,98038,47.3515,122.006,2150,5450
310000,3,2.5,1890,6300,2.0,3,7,1890,0,2003,0,98038,47.3673,122.031,2100,6525
310000,3,2.5,1670,4220,2.0,3,7,1670,0,2002,0,98038,47.3834,122.028,1670,4238
557500,3,2.0,2510,35255,1.0,3,9,2510,0,1994,0,98038,47.4012,122.025,3140,36450
215000,3,1.0,1160,10384,1.0,4,6,1160,0,1969,0,98038,47.3634,122.027,1200,9880
212000,3,1.5,1690,9600,1.0,3,7,1210,480,1976,0,98038,47.3857,122.079,1450,9647
366000,4,2.75,2170,9743,2.0,3,7,2170,0,1995,0,98038,47.3814,122.024,1670,7734
425000,4,2.5,2400,6053,2.0,3,8,2400,0,2001,0,98038,47.3869,122.033,2460,6519
308950,3,2.5,1600,6250,2.0,3,7,1600,0,1995,0,98038,47.3675,122.02,1760,6110
312000,3,2.5,1750,4076,2.0,3,7,1750,0,2013,0,98038,47.3597,122.045,1810,4090
208633,3,2.5,2040,3810,2.0,3,8,2040,0,2006,0,98038,47.3537,122.0,2370,4590
205000,3,2.5,1870,3118,2.0,3,8,1870,0,1993,0,98038,47.3739,122.056,1580,3601
457000,4,3.0,2800,7845,2.0,3,8,2800,0,2002,0,98038,47.3544,122.013,2800,6977
252000,3,2.5,1680,8284,2.0,3,7,1680,0,1989,0,98038,47.3609,122.048,1550,8284
265000,3,1.5,1530,7500,1.5,3,7,1530,0,1986,0,98038,47.3639,122.055,2080,11250
393000,3,2.25,2140,10256,2.0,3,8,2140,0,1987,0,98038,47.3751,122.044,2040,11717
334950,4,2.5,2230,5500,2.0,3,7,2230,0,1999,0,98038,47.3533,122.023,1910,5500
245000,3,2.5,1600,4271,2.0,3,7,1600,0,2003,0,98038,47.386,122.036,1520,3225
379000,4,2.5,2260,5824,2.0,3,8,2260,0,2011,0,98038,47.3496,122.042,2240,5561
383000,4,2.5,2050,4953,2.0,3,9,2050,0,2014,0,98038,47.3448,122.024,2340,6175
348450,4,2.5,1950,8628,2.0,3,8,1950,0,1994,0,98038,47.3817,122.035,2210,9019
435000,3,2.0,2660,16677,1.0,3,9,2210,450,1990,0,98038,47.3689,122.055,2660,11355
572115,4,3.25,3230,4838,2.0,3,9,3230,0,2014,0,98038,47.3559,122.023,2980,5094
282000,3,2.5,1610,6000,2.0,4,7,1610,0,1993,0,98038,47.349,122.036,1570,6000
296475,3,2.5,1520,4170,2.0,3,7,1520,0,2004,0,98038,47.3842,122.04,1560,4237
589450,4,2.5,3190,7941,2.0,3,10,3190,0,2005,0,98038,47.353,122.002,3190,7255
210000,3,1.5,1920,61014,1.0,3,6,1920,0,1953,0,98038,47.4446,122.074,1616,61014
230000,3,2.5,1340,3011,2.0,3,7,1340,0,1995,0,98038,47.3839,122.038,1060,3232
1000000,3,2.25,2300,15952,1.0,4,8,1150,1150,1963,0,98039,47.6322,122.232,2200,14284
865000,3,1.5,1530,10827,1.0,4,8,1530,0,1955,0,98039,47.6354,122.234,2050,10827
825000,4,2.25,2110,12653,2.0,4,8,2110,0,1972,0,98040,47.536,122.225,2350,10980
960000,4,2.5,3180,10105,2.0,4,9,3180,0,1986,0,98040,47.5328,122.226,2670,10355
760000,3,2.5,2190,10000,1.0,4,7,1540,650,1957,0,98040,47.5419,122.214,2880,11782
713400,3,2.25,1810,9845,1.0,4,8,1810,0,1959,1991,98040,47.5505,122.221,1900,10083
648752,3,2.25,2060,9953,1.0,5,8,1070,990,1964,0,98040,47.5767,122.233,2340,9600
780000,3,1.75,2340,10495,1.0,4,8,2340,0,1967,0,98040,47.5386,122.226,3120,11068
876650,3,3.25,2170,12508,1.5,5,9,1650,520,1928,1970,98040,47.5665,122.229,2720,21070
685000,3,2.5,1460,8800,1.0,4,7,1460,0,1956,0,98040,47.5895,122.232,2200,8800
710000,3,2.0,1780,9732,1.0,3,8,1780,0,1967,0,98040,47.5796,122.229,1900,10200
685000,3,1.75,1650,8400,1.0,3,8,1470,180,1959,0,98040,47.5766,122.236,2020,7777
975000,4,2.25,2240,9990,2.0,4,10,2240,0,1967,0,98040,47.5516,122.217,2600,11480
940000,4,2.0,2490,9525,2.0,5,9,2490,0,1968,0,98040,47.5639,122.217,2770,9525
550000,3,1.5,1340,6000,1.0,4,7,1340,0,1960,0,98040,47.5866,122.25,1590,9000
832500,3,2.0,1870,9527,1.0,4,7,1870,0,1951,1997,98040,47.5777,122.224,1970,11904
685000,3,1.5,2230,8558,2.0,3,8,2230,0,1960,0,98040,47.5833,122.219,2200,8558
815000,3,2.0,2270,11989,1.0,4,9,2270,0,1968,0,98040,47.5434,122.229,2880,12439
571500,3,1.0,1300,6710,1.0,4,6,1300,0,1952,0,98040,47.5851,122.242,1630,9946
850000,3,2.0,2470,8800,2.0,3,9,2470,0,1961,2004,98040,47.5753,122.222,2340,10980
572000,3,1.5,1680,13751,1.0,4,7,1680,0,1951,0,98040,47.5716,122.227,1760,13500
1065000,4,2.25,3240,12930,2.0,4,9,2730,510,1968,0,98040,47.5373,122.22,2610,12884
885000,3,3.25,2640,16090,1.0,4,8,1960,680,1976,0,98040,47.5374,122.213,3690,15000
690000,3,1.5,1710,17707,1.0,4,7,1180,530,1947,0,98040,47.5393,122.216,2590,9508
957500,4,2.25,2360,11523,2.0,4,10,2360,0,1968,0,98040,47.5318,122.224,2850,11362
990000,3,2.25,2630,12899,2.0,4,9,2630,0,1966,0,98040,47.5479,122.233,3140,15320
787888,4,2.25,2580,21115,2.0,4,9,2580,0,1977,0,98040,47.5566,122.219,2690,10165
850000,4,2.25,2130,11843,2.0,4,9,2130,0,1972,0,98040,47.5358,122.225,2380,11643
799000,3,2.5,2140,9897,1.0,4,8,2140,0,1959,0,98040,47.5505,122.219,2680,10083
500000,3,1.75,1540,10800,1.0,5,6,770,770,1947,0,98040,47.5763,122.222,2020,10800
780000,3,1.75,1690,13500,1.0,4,7,1690,0,1978,0,98040,47.5897,122.233,1950,10500
830000,3,1.5,1840,10125,1.0,4,8,1220,620,1959,0,98040,47.5607,122.217,2320,10160
740000,3,1.75,2020,9478,1.0,4,9,2020,0,1961,0,98040,47.5383,122.238,3050,15594
1075000,4,2.75,2580,8100,2.0,4,8,1780,800,1964,0,98040,47.5387,122.215,2840,10006
895000,4,3.0,3500,13444,2.0,3,10,2360,1140,1977,0,98040,47.5468,122.231,3140,12935
785000,3,1.75,1670,9600,1.0,5,8,1670,0,1961,0,98040,47.5754,122.233,1900,9600
780000,3,2.25,2130,11782,1.0,4,8,1590,540,1977,0,98040,47.5423,122.215,2700,11782
677500,3,1.75,2020,9718,1.0,3,8,2020,0,1956,0,98040,47.574,122.21,2370,8604
1060000,4,2.5,2250,10160,2.0,5,8,2250,0,1967,0,98040,47.5645,122.219,2660,10125
947500,4,2.25,3290,12329,1.5,4,10,3290,0,1968,0,98040,47.5639,122.216,3170,12329
650000,3,1.5,1380,4500,1.0,5,7,1380,0,1960,0,98040,47.5866,122.25,1590,9000
811000,3,1.75,1870,9897,1.0,4,8,1870,0,1960,0,98040,47.5505,122.221,1900,10005
1025000,3,1.75,2640,8000,1.0,4,9,1320,1320,1960,0,98040,47.5826,122.246,2740,6000
713250,3,2.0,2050,9000,1.0,4,7,2050,0,1951,0,98040,47.5885,122.245,2910,8856
890000,4,2.25,2770,13500,2.0,3,8,2770,0,1974,0,98040,47.543,122.231,2300,13500
650000,3,1.75,1940,10245,1.0,3,7,1940,0,1957,0,98040,47.5833,122.241,2720,11448
705000,3,1.75,2180,10221,1.0,4,7,1140,1040,1946,0,98040,47.5885,122.248,2180,8535
939000,4,2.25,2240,9684,2.0,4,9,2240,0,1970,0,98040,47.5489,122.225,2440,9618
910000,3,2.25,2180,9865,1.0,4,8,1660,520,1966,0,98040,47.5358,122.235,2600,10034
693000,3,2.25,2120,13644,2.0,4,9,1420,700,1973,0,98040,47.5574,122.214,2950,17060
994000,4,2.5,3470,20445,2.0,4,10,3470,0,1963,0,98040,47.547,122.219,3360,21950
950000,4,2.5,2790,15653,2.0,4,10,2790,0,1964,0,98040,47.5477,122.215,3520,15653
980000,4,2.25,3010,9800,2.0,4,9,3010,0,1973,0,98040,47.5336,122.223,2510,9800
970500,3,2.75,2470,10125,2.0,3,8,2470,0,1960,2012,98040,47.5651,122.223,2290,10125
799000,4,2.25,2510,11585,2.0,4,8,2510,0,1969,0,98040,47.5483,122.226,2450,9691
998000,4,2.25,2420,10200,2.0,4,9,2420,0,1973,0,98040,47.5336,122.225,2390,10200
885000,3,2.25,2060,9552,1.0,4,9,1610,450,1975,0,98040,47.5402,122.231,2930,11212
800000,3,2.25,2380,11824,1.0,4,9,1450,930,1972,0,98040,47.5371,122.218,2750,11491
785000,3,2.0,1600,9638,1.0,5,7,1600,0,1952,0,98040,47.5753,122.224,1800,11400
587100,2,1.0,1190,6967,1.0,3,7,1190,0,1946,0,98040,47.5896,122.243,1700,6968
645000,4,1.75,1550,7350,1.5,4,8,1550,0,1958,0,98040,47.5795,122.235,1860,7350
855000,4,2.75,2270,10460,2.0,3,9,2270,0,1965,0,98040,47.5603,122.222,2610,10180
800000,3,1.75,1890,10292,1.0,4,8,1890,0,1969,0,98040,47.535,122.234,2630,10625
875000,3,2.5,1690,10592,1.0,3,8,1690,0,1973,2009,98040,47.58,122.231,2260,9945
680000,3,1.75,2330,9652,1.0,4,8,1590,740,1968,0,98040,47.5714,122.211,2420,9631
623000,3,1.75,2050,16313,1.0,2,8,2050,0,1973,0,98040,47.5743,122.212,3180,10264
762400,3,1.75,2430,14607,1.0,3,8,1230,1200,1949,1970,98040,47.5588,122.211,2750,17425
743000,3,1.75,2110,11250,1.0,4,8,2110,0,1961,0,98040,47.5402,122.216,2560,10992
850000,4,2.5,3180,11652,2.0,3,9,3180,0,1977,0,98040,47.567,122.212,3110,15183
616000,3,1.5,1740,9840,1.0,4,8,1740,0,1963,0,98040,47.5748,122.237,1930,9840
624800,3,2.0,2250,14274,1.0,4,8,1500,750,1964,0,98040,47.5762,122.217,2820,13813
760000,3,2.5,1980,13964,1.0,5,7,1980,0,1959,0,98040,47.571,122.227,2040,13964
795000,3,1.75,1930,9600,1.0,3,8,1930,0,1958,0,98040,47.5747,122.237,2350,9840
290000,4,2.5,1850,5674,2.0,3,7,1850,0,1993,0,98042,47.3536,122.142,1750,6875
310000,3,2.5,2540,4775,2.0,3,7,2540,0,2006,0,98042,47.3341,122.052,2270,5000
386500,4,2.5,3110,5048,2.0,3,8,3110,0,2002,0,98042,47.3782,122.125,3110,5190
330000,4,2.5,2105,6093,2.0,3,8,2105,0,2003,0,98042,47.3531,122.147,1930,8022
349000,3,1.75,1790,50529,1.0,5,7,1090,700,1965,0,98042,47.3511,122.073,1940,50529
290000,3,2.25,1610,3764,2.0,3,7,1610,0,2012,0,98042,47.3589,122.083,1610,3825
279900,3,2.0,1410,6600,1.0,4,7,1410,0,1990,0,98042,47.3596,122.089,1750,7150
358000,3,2.5,2026,7611,2.0,3,8,2026,0,2010,0,98042,47.3733,122.162,2270,7611
317750,3,2.5,1980,4500,2.0,3,7,1980,0,2012,0,98042,47.3682,122.117,1980,4500
300000,3,2.5,2540,5050,2.0,3,7,2540,0,2006,0,98042,47.3358,122.055,2280,5050
306000,4,2.5,1880,9426,2.0,4,7,1880,0,1990,0,98042,47.3584,122.089,1760,7040
381500,4,2.5,2430,5556,2.0,4,8,2430,0,2003,0,98042,47.3762,122.126,2430,5556
210000,3,1.75,1260,6223,1.0,3,7,820,440,1983,0,98042,47.3574,122.158,1260,6553
295000,3,2.5,2030,4867,2.0,3,7,2030,0,2003,0,98042,47.3747,122.128,2030,5000
331500,4,2.5,2050,10271,2.0,3,7,2050,0,1998,0,98042,47.3628,122.075,2050,8103
390000,3,2.5,2480,53250,2.0,3,9,2480,0,1990,0,98042,47.3323,122.079,2510,36549
240000,3,2.25,1500,15334,2.0,4,7,1500,0,1992,0,98042,47.3719,122.091,1530,8102
312000,3,2.5,2280,6386,2.0,3,8,2280,0,2008,0,98042,47.3861,122.096,2550,4835
444900,4,2.5,3120,7448,2.0,3,9,3120,0,1998,0,98042,47.3645,122.126,2980,8102
432000,3,2.0,2190,13673,1.0,4,9,2190,0,1994,0,98042,47.3542,122.098,2770,13804
297000,3,2.5,1940,14952,2.0,3,8,1940,0,1994,0,98042,47.3777,122.165,2030,10450
248000,3,2.5,1870,4046,2.0,3,7,1870,0,2007,0,98042,47.342,122.059,2130,4800
244500,3,1.75,1210,8864,1.0,3,7,1210,0,1985,0,98042,47.3639,122.08,1510,8062
199000,3,1.75,1050,9871,1.0,5,7,1050,0,1968,0,98042,47.3816,122.087,1300,10794
274950,3,2.0,1410,7265,1.0,4,7,1410,0,1983,0,98042,47.3654,122.076,1390,8060
285000,4,2.5,1996,4547,2.0,3,7,1996,0,2009,0,98042,47.3365,122.051,2180,5127
350000,4,2.5,2530,10155,2.0,3,8,2530,0,1998,0,98042,47.351,122.146,2330,7205
300000,3,2.25,2070,7225,1.0,3,8,1690,380,1979,0,98042,47.3551,122.148,2070,7400
299950,4,2.5,1900,4054,2.0,3,7,1900,0,2003,0,98042,47.3767,122.124,2520,4085
399950,3,2.5,2000,30605,2.0,4,8,2000,0,1989,0,98042,47.3442,122.062,1930,35350
476000,4,2.5,2740,33158,2.0,3,9,2740,0,1993,0,98042,47.3333,122.074,2740,36074
261500,3,2.5,1740,6992,2.0,3,7,1740,0,1990,0,98042,47.3574,122.158,1260,6825
220000,4,2.0,1620,5200,1.5,4,7,1620,0,1978,0,98042,47.3629,122.091,1500,5200
370000,3,2.5,2490,4244,2.0,3,9,2490,0,2005,0,98042,47.3705,122.131,2490,4748
165000,3,2.5,1660,2415,2.0,3,7,1660,0,1983,0,98042,47.3763,122.148,1740,2624
255000,3,2.25,1740,10378,1.0,5,7,1740,0,1977,0,98042,47.3815,122.09,1420,10167
270000,3,2.5,1870,5000,2.0,3,7,1870,0,2009,0,98042,47.3339,122.055,2170,5399
